,Product,Rating,Text,Date,Country,ASIN,Stars,Vader Sentiment,Length,Number of Words,Grammar Matches
2908,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,Ecouteurs conforme à nos attentes - ils se sont connectés très facilement au téléphone de ma fille - simple d'utilisation.,"July 3, 2022",France,B09LCVHCVX,5,0.0,122,20,14
2909,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",1.0 out of 5 stars,The sound quality of these ear buds are really top notch probably as good as apple so glad I got them over apple and the price is also great I would recommend them.I don’t work out so can’t answer for that question but I’m sure other people have.,"June 27, 2022",United Kingdom,B09LCVHCVX,1,0.8801,246,48,3
2910,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,Ce sont des écouters correcta. Je pense que c'est un bon prix pour la qualité qu'il offre,"August 15, 2022",France,B09LCVHCVX,5,0.0,89,17,13
2911,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"Tolles Produkt, Preis Leistung super,Passform","June 24, 2022",Germany,B09LCVHCVX,5,0.0,45,5,5
2912,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",3.0 out of 5 stars,Franchement très bon rapport qualité/ prix,"July 26, 2022",France,B09LCVHCVX,3,0.0,42,6,5
2913,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",4.0 out of 5 stars,Highly recommend such a good quality in such a low cost !!! Very comfortable to wear too  plus it’s so easy to pick up and answer calls .,"July 23, 2022",United Kingdom,B09LCVHCVX,4,0.9196,137,28,2
2914,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,Bought them cause I read so many good reviews. However the size for my ears is not what I expected but it’s  fine I’m gonna get used to it,"March 14, 2022",United Kingdom,B09LCVHCVX,5,0.5088,138,29,5
2915,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,I’m a bit fussy about sound but don’t want to spend a fortune on something that is easily lost. These are AMAZING !! Trust me you won’t be disappointed. Really high quality sound and bass and very smart product. Totally happy 100%,"July 4, 2022",United Kingdom,B09LCVHCVX,5,0.9651,230,42,0
2916,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",4.0 out of 5 stars,Buona qualità considerato il costo. Consegna puntuale. Piena soddisfazione della scelta,"September 21, 2022",Italy,B09LCVHCVX,4,0.0,87,11,11
2917,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"El sonido es muy malo, los controles de los auriculares tampoco son muy cómodos, además a veces se vuelven locos y uno se enciende mientras el otro decide quedarse apagado.","September 3, 2022",Spain,B09LCVHCVX,5,0.0,172,30,22
2918,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,Le son est parfait. Mais inconfortable et un peu douloureux,"July 21, 2022",France,B09LCVHCVX,5,0.0,59,10,4
2919,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",1.0 out of 5 stars,Qualità del suono buona,"September 28, 2022",Italy,B09LCVHCVX,1,0.0,23,4,3
2920,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"Magníficos auriculares a un precio muy bueno, los compré para mi Señora y los he probado varios días y no envidian a los míos que valen 90 €, los bajos son un poco flojos pero con el ecualizador del móvil se soluciona perfectamente, el material muy bueno y encajan en el oído perfectamente, no se mueven haciendo deporte, total para mí gusto muy buenos a muy buen precio.","May 18, 2022",Spain,B09LCVHCVX,5,-0.5267,371,68,45
2921,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",3.0 out of 5 stars,Les écouteurs sont confortables. Il y a une très bonne tenue de la charge. Le son est de qualité. Je conseille vivement 👍,"June 30, 2022",France,B09LCVHCVX,3,0.0,121,23,13
2922,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"These are the perfect and affordable, great sound and very easy to connect to ur phone. Battery life is also really good. I brought mine for work calls and they have been excellent so far!","July 14, 2022",United Kingdom,B09LCVHCVX,5,0.9594,188,35,3
2923,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,Le son est net le seul problème c’est qu’au bout de quelques minutes de communication sa coupe,"August 14, 2022",France,B09LCVHCVX,5,0.0,94,17,7
2924,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"Le son est correct si on pousse l'écouteur dans l'oreille.Par contre, ne convient pas à toutes les morphologies.Je les ai retournés","August 6, 2022",France,B09LCVHCVX,5,0.0,131,21,15
2925,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",3.0 out of 5 stars,Très pratique tienne bien le son et très bien je l’es trouve confortable et surtout le cote tactile pour mettre pause c’est top,"June 30, 2022",France,B09LCVHCVX,3,0.2023,127,23,13
2926,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",3.0 out of 5 stars,"Très contente de mon achat, un son de qualité et une bonne autonomie et ergonomie, idéal pour la course à pied!","July 4, 2022",France,B09LCVHCVX,3,0.0,111,21,10
2927,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,Très facile d'utilisation et rangement très adapté je recommande. Le son en communication est excellent poir l'utilisateur mais pas toujours net pour son interlocuteur.,"June 27, 2022",France,B09LCVHCVX,5,0.5719,168,24,12
2928,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,Sehr zu empfehlen,"August 19, 2022",Germany 🇩🇪,B09LCVHCVX,5,0.0,17,3,3
2929,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",1.0 out of 5 stars,Rapport qualité/prix top. Les écouteurs tiennent bien en place. La qualité du son est bien.Rien a dire je suis ravie et je recommande.,"June 30, 2022",France 🇫🇷,B09LCVHCVX,1,-0.296,134,23,14
2930,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"Ich bin eigentlich etwas enttäuscht von diesen BT Kopfhörern.Wie bereits in der Überschrift beschrieben ist der Lautstärkepegel bei diesen Kopfhörern relativ gering.Man kann zwar z.B. am Smartphone auf maximale Lautstärke stellen, jedoch wird sich dies negativ auf die Laufzeit des Smartphones auswirken. Noch mehr enttäuscht bin ich mit dem Einsatz in Verbindung mit derFenix 6x pro. Hier gibt es ständig Verbindungsaussetzer und auch in Verbindung mit einem BT-MP3 Player - genau das gleiche. Vielleicht habe sie ja auch einen defekt.","August 26, 2022",Germany 🇩🇪,B09LCVHCVX,5,-0.5994,536,80,65
2931,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,Das wieder einlegen in die Box ist etwas umständlich.,"June 21, 2022",Germany 🇩🇪,B09LCVHCVX,5,-0.5994,53,9,6
2932,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",3.0 out of 5 stars,"Ottimo prodotto in tema di suono e autonomia, unica pecca non adatta per utilizzo con IPhone, disturbi nella conversazione, con Android è perfetta","May 4, 2022",Italy 🇮🇹,B09LCVHCVX,3,0.0,146,23,15
2933,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",4.0 out of 5 stars,Se ajustan genial al oído y se escuchan de vicio.,"July 24, 2022",Spain 🇪🇸,B09LCVHCVX,4,0.4215,49,10,6
2934,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",4.0 out of 5 stars,"Y me quedo con el. Tomen nota y confímenmé,  de mi error","July 22, 2022",Spain 🇪🇸,B09LCVHCVX,4,-0.4019,56,12,6
2935,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"A step up from my last ear buds, I particularly like the battery life and having conversations with your hands free, my last ear buds couldn’t deal with phone calls. Also main thing is the value for money which is excellent. Don’t think I’ll ever pay hundreds more for Apple ones why would I!","June 18, 2022",United Kingdom 🇬🇧,B09LCVHCVX,5,0.9019,292,54,1
2936,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"Hab mir die in-ears fürs laufen geholt, hab bei dem Preis keine großen Erwartungen gehabt, aber bin positiv überrascht. Tonqualität ist kein HiFi aber auch nicht schlimmer als die original Kabelgebundenen In-ears. Für Podcasts passt es. Akkulaufzeit ist auch ok, Bedienung ist bisschen hakelig aber funktioniert. Bin echt zufrieden","July 12, 2022",Germany 🇩🇪,B09LCVHCVX,5,-0.6486,331,49,39
2937,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"My first pair of ipods and am very happy with my purchase. Comfortable to wear, good sound quality, easy to connect and charge. Excellent value for the price. Would recommend this product.","July 18, 2022",United Kingdom 🇬🇧,B09LCVHCVX,5,0.967,188,32,1
2938,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,J’ai acheté ces écouteurs pour mon ado. La qualité du son est bonne mais le confort laisse à désirer,"August 8, 2022",France 🇫🇷,B09LCVHCVX,5,0.0,100,19,12
2939,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",1.0 out of 5 stars,Top.,"July 31, 2022",France 🇫🇷,B09LCVHCVX,1,0.2023,4,1,0
2940,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",3.0 out of 5 stars,"Les écouteurs ont une bonne qualité son ,Ils sont confortables et tiennent bien aux oreilles. Je vous les conseille","July 2, 2022",France 🇫🇷,B09LCVHCVX,3,0.0,115,19,15
2941,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"So far I have to say - impressive…..Easy of charge - use - is brilliant. Nice capsule to charge up buds . I’m not normally good with in ear phones , but these seem ear-some!","July 12, 2022",United Kingdom 🇬🇧,B09LCVHCVX,5,0.4384,173,35,4
2942,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"Auriculares muy cómodos, fáciles de vincular al móvil y con una muy buena calidad y el precio ideal","May 14, 2022",Spain 🇪🇸,B09LCVHCVX,5,0.5267,99,18,12
2943,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"Funktioniert gut, Akkuleistung ist auch toll, reagiert etwas zu schnell auf Berührung dadurch ist mir schon ein paarmal passiert das ich ungewollt auflegen. Muss man halt aufpassen, sonst läuft alles!","May 28, 2022",Germany 🇩🇪,B09LCVHCVX,5,0.0,200,30,25
2944,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",4.0 out of 5 stars,bis auf die Schwierigkeiten beim bedienen der Knöpfe am Kopfhörer Tip top,"June 16, 2022",Germany 🇩🇪,B09LCVHCVX,4,-0.4767,73,12,8
2945,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",4.0 out of 5 stars,"Me gusta casi todo, pero la única pega es que se me caen al correr, pero no los compré para ello así que no pasa nada, tienen un audio excelente.","July 3, 2022",Spain 🇪🇸,B09LCVHCVX,4,-0.5267,145,30,22
2946,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",4.0 out of 5 stars,"In Ear Kopfhörer, sie machen das was sie sollen. Klar die Klangqualität könnte noch etwas verbessert werden, aber für einen Preis von etwas über 25€ für den kleinen Geldbeutel gut geeignet.Telefonieren ist problemlos, Musik kann man auch hören muss beim Klang aber Abstriche machen.Alles zusammen Preis /Leistung stimmen","May 4, 2022",Germany 🇩🇪,B09LCVHCVX,4,-0.5994,320,48,42
2947,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"Resumido: Puntos positivos: - Duración de batería más que aceptable. - Calidad/precio sonido bastante bueno, se escucha bastante bien y no distorsiona. - Su cajita es muy cómoda y me gusta su tacto. Puntos negativos:  - Por veces se entrecorta, no suele ser molesto, pero bueno...depende de cada persona. - Botones táctiles no funcionan correctamente.","February 10, 2022",Spain 🇪🇸,B09LCVHCVX,5,-0.6808,351,55,44
2948,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,Ich möchte immer gerne hier einkaufen,"August 16, 2022",Germany,B09LCVHCVX,5,0.0,37,6,6
2949,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",1.0 out of 5 stars,"Ich war auf der Suche nach Kopfhörern für die tägliche Fahrt mit dem Rad zur Arbeit. Aufgrund der Bewertungen und des Preises habe ich mich für diese entschieden und bin bislang (vier Wochen) sehr zufrieden. Der Klang ist super: Tiefen, Höhen und Bass sind sehr gut abgestimmt, egal bei welchem Genre. Der Tragekomfort ist sehr angenehm und ich habe nach kurzer Zeit wirklich das Gefühl keine Kopfhörer in den Ohren zu haben - sehr leicht. Die Verbindung ist kinderleicht und die Transportbox optimal. Rundum bin ich bislang mit dem Produkt äußerst zufrieden und kann eine klare Kaufempfehlung geben.","May 24, 2022",Germany,B09LCVHCVX,1,-0.8807,600,98,82
2950,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,These have been excellent for working out but also quite good for cancelling out noise when I’m a busy environment. You can’t really complain when they are so well priced.,"July 19, 2022",United Kingdom,B09LCVHCVX,5,0.608,171,30,0
2951,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"I use these for working out. I find that wired earphones don't fit my ears very well and have hesitated to buy buds, but these stay in my ears well, even during an intense workout. The noise cancelling is surprisingly good and the sound is clear.I haven't used these to listen to music, just workouts and listening to podcasts. I'm really pleased with them.","June 8, 2022",United Kingdom,B09LCVHCVX,5,0.9148,357,64,3
2952,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"Die Kopfhörer sehen schick aus und sind sehr gut verarbeitet. Toll ist auch die kleine Box, in der sie transportiert und geladen werden. Über die Akkulaufzeit kann ich nichts sagen, da ich sie nicht so lange im Ohr behalten konnte. Für mein Ohr waren sie leider zu unbequem, was sehr schade ist, da die Tonqualität wirklich top war. Ich hatte selten so einen tollen Klang bei Kopfhörern. Der Preis war im Angebot auch unschlagbar. Ich hätte es gut gefunden, wenn man an den Kopfhörern laut und leise regeln könnte und auch Pause einstellen könnte. Ich hätte darüber aber tatsächlich hinweggesehen hätten sie besser im Ohr gesessen und nicht gedrückt.","July 23, 2022",Germany,B09LCVHCVX,5,-0.9738,650,109,91
2953,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"Excellent rapport qualité-prix, le son et le confort son globalement bons, les écouteurs restent bien en place pendant le sport. Je recommande.","June 30, 2022",France,B09LCVHCVX,5,0.5719,143,22,13
2954,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",3.0 out of 5 stars,Sono degli auricolari molto buoni per la qualità prezzo,"July 26, 2022",Italy,B09LCVHCVX,3,0.0,55,9,7
2955,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,Guter Qualität für wenig Geld.,"June 21, 2022",Germany,B09LCVHCVX,5,0.0,30,5,4
2956,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,Arrivate subito e funzionano molto bene. Soffisfatto,"July 26, 2022",Italy,B09LCVHCVX,5,0.0,52,7,6
2957,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",4.0 out of 5 stars,"Ergonomiche, e quando indossate insieme isolano dall'ambiente circostante. Molto resistenti alle cadute. Ottima velocità di ricarica. Consigliate.","July 19, 2022",Italy,B09LCVHCVX,4,0.0,146,17,17
2958,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,Sehr gute soundqualität,"August 18, 2022",Germany,B09LCVHCVX,5,0.0,23,3,3
2959,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",1.0 out of 5 stars,J’ai commandé des blancs arrivés en 2 jours. Les roses que j’ai commandes pour ma femme ont presque mis 10 jours. A part ça un excellent produit qui tiennent bien et qui ont une bonne qualité de son.,"June 3, 2022",France,B09LCVHCVX,1,0.5719,199,38,22
2960,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,Nach kurzer Zeit ist das Ladekabel irgendwie kaputt gegangen es ladet nicht mehr,"October 18, 2022",Germany,B09LCVHCVX,5,0.0,80,13,13
2961,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"Good quality earphones, the charging case is very compact compared to other models which is good. Although not advertised as noise cancelling, they don’t do a lot to block out background noises.","March 5, 2022",United Kingdom,B09LCVHCVX,5,0.2732,194,32,1
2962,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",3.0 out of 5 stars,"Ich habe mir die Kopfhörer vor ca. 5 Wochen gekauft und bin mehr als Positiv begeistert!Sie liegen sehr gut im Ohr, der Klang der Musik ist für diesen Preis echt super und die Akku Laufzeit ist unfassbar. Ich habe die Kopfhörer noch kein einziges Mal geladen seit ich sie Besitz und der Akku ist immer noch auf 50%!! Für diesen Preis kann ich die Kopfhörer sehr empfehlen. Die Einrichtung ist auch super leicht und wird direkt mit Bluetooth verbunden. Am Kopfhörer selber kann man die Musik ein und ausschalten und auch die Köpfhörer lassen sich unabhängig voneinander ausschalten. Alles in allem ein top Produkt !!","May 18, 2022",Germany,B09LCVHCVX,3,-0.9677,615,105,86
2963,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",4.0 out of 5 stars,L'ergonomie des ecouteurs est agréable,"July 24, 2022",France,B09LCVHCVX,4,0.0,38,5,4
2964,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"Gekauft habe ich die Kopfhörer, weil ich nicht bereit bin, über 100€ dafür zu bezahlen. Ich wundere mich sehr über die große Preisspanne. Für das Geld kann man also nicht viel erwarten? Ich bin noch zu keinem Ergebnis bekommen, kann aber die folgenden Punkte rückmelden:- der Ton ist ok- bei Telefonaten hört mich mein Gesprächspartner nicht sehr gut (Hintergrundgeräusche zu laut)- die Kopfhörer tun in den Ohren wehIch bin noch nicht sicher, ob ich sie wieder zurückschicke.","August 26, 2022",Germany,B09LCVHCVX,5,-0.9371,476,77,60
2965,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,Funzionano molto bene e hanno un ottima durata della batteria,"July 22, 2022",Italy,B09LCVHCVX,5,0.0,61,10,8
2966,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",3.0 out of 5 stars,"Ottime cuffie, per ora ancora nessun problema, ottimo rapporto qualità prezzo. Consigliate.","July 23, 2022",Italy,B09LCVHCVX,3,0.0,91,12,11
2967,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"Ich habe für meine Frau und mich eine Alternative zu den AirPods gesucht und mich zu diesen entschieden. Passen gut ins Ohr, Tonqualität ist auch gut. Ich bin ein Musiklaie, für mich reichte auf jeden Fall :)","July 22, 2022",Germany,B09LCVHCVX,5,0.4588,208,37,27
2968,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,Alles gut,"August 16, 2022",Germany,B09LCVHCVX,5,0.0,9,2,1
2969,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",1.0 out of 5 stars,"Guter Tragekomfort, gute Ton und Bassqualität","August 15, 2022",Germany,B09LCVHCVX,1,0.0,45,6,5
2970,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"Guter Kopfhörer, Tonqualität passt. Gerne wieder","August 15, 2022",Germany,B09LCVHCVX,5,0.0,48,6,6
