,Product,Rating,Text,Date,Country,ASIN,Stars,Vader Sentiment
2140,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",1.0 out of 5 stars,"I had my reservations about getting one... I'd heard the stories. But I bake a lot n my oven timer quit working, so I figured why not? Amazon was having a special so I got one. I'm glad I did.  It's nice to be able to hear the weather, news, set a timer or a reminder, inquire about an up coming event, hear a corny joke or a poem... 0verall I've enjoyed my Echo very much. I don't understand all she can do.. couldn't make a light work, or get her to expand on answers, but it's nice to have company.","April 6, 2022",United States,B07FZ8S74R,1,0.8908
2141,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,"La conecte a mi televisión y apple music ,es muy útil, no me a fallado en nada","July 18, 2022",United States,B07FZ8S74R,5,-0.296
2142,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,"Used In a nursing home for music. Sound not quite as clear as old one, otherwise, works fine.","May 19, 2022",United States,B07FZ8S74R,5,-0.1506
2143,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,Ninguna,"July 31, 2022",United States,B07FZ8S74R,5,0.0
2144,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,"Alexa es excelente. Puedes escuchar todo tipo de música, cantantes, cuando lo desees. Excelente y divertida","July 18, 2022",United States,B07FZ8S74R,4,0.0
2145,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,"Received our first Alexa Dot as a Christmas gift and soon found out we can't live without them! Ordered 3 for our other home along with some smart plugs and light bulbs. So easy to turn lights on and off, or get answers to questions,  or find out the temperature and weather. Also use as a timer for cooking/baking and get reminders to watch certain programs. Indispensable!","May 24, 2022",United States,B07FZ8S74R,5,0.8879
2146,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,We also own Google Echo and the main differences I see are.....  1. Google has more answers to questions.  2. Alexa is harder to understand.,"July 7, 2022",United States,B07FZ8S74R,5,0.0
2147,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,I say this is a good device. The only issue is they need to allow the smart systems to be able to function in different states. I brought mine to FL and it hasn’t been working ever since. So maybe try and fixing that issue.,"June 13, 2022",United States,B07FZ8S74R,5,0.7579
2148,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,Perfecto,"July 30, 2022",United States,B07FZ8S74R,5,0.3182
2149,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,Echo is very helpful and understands most things asked.,"July 24, 2022",United States 🇺🇸,B07FZ8S74R,4,0.4754
2150,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",1.0 out of 5 stars,"Easier to set up than I thought. My one gripe, I suspect, is really with the Android Alexa app. That is, that it really never stops looking for devices. (See photo) I called Amazon and the way they would have me set the notifications, within the app itself, had no effect. I had to shut off the notification from the Android settings menu instead. However, I think this would disable any reminders that you would get from Alexa. Not sure about that, I'm still learning, again I think it's not the Echo causing this anyway. Most people would like the sound better than me but I am pretty spoiled when it comes to sound quality. Great for the price.","January 15, 2022",United States 🇺🇸,B07FZ8S74R,1,0.9289
2151,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,Works good. Sound if good for its size,"June 7, 2022",United States 🇺🇸,B07FZ8S74R,5,0.7003
2152,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,"This is our 4th echo and I would buy more. We got it for a sun room off the back of our house. It allows us to listen to different music/npr/podcasts in different rooms. I think of it as having a smart radio with answers to most questions on demand. Love the range of music I can listen to! We also use the timer and alarm functions and get weather information here and where our loved ones live. It is a bargain for all the use we get from it. The smaller one, the dot, is fine for a smaller room. We are not audiophiles. Our other three are larger. Amazed at voice recognition abilities... (she knows the household members names based on our voices). The only issue has been sometimes the individual alexas get confused and we hear the wrong one responding. For example, we are in the bedroom and tell her to set an alarm and the alexa in the room across the hall responds instead. Not a big deal.","January 2, 2022",United States 🇺🇸,B07FZ8S74R,4,0.7863
2153,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,"Super simple, very convenient, easy recognition","July 25, 2022",United States 🇺🇸,B07FZ8S74R,4,0.7951
2154,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,It's audio is good for small rooms but Alexa needs more work but for the cost its a great purchase,"June 2, 2022",United States 🇺🇸,B07FZ8S74R,5,0.8225
2155,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,"Alexa is great for getting info and answers to random questions, making lists, setting alarms, playing music & books, etc., but did you also know she can do hilarious things like fart?!  Sometimes you just need a laugh and apparently Alexa is good for that too!  She did creep me out a bit the other day though, as I was on the phone with my husband and never said ""her"" name, she suddenly speaks saying Thank you, I have made a note of that!  After I was off the phone, I asked her to read my notes and she played back a small chunk of my conversation!  Still love it though!","March 18, 2022",United States 🇺🇸,B07FZ8S74R,5,0.9864
2156,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,"I took advantage of Amazon’s Black Friday pricing and being able to split up payments to order one along with some gifts for those on my list. I figured for such a low initial amount, I’d try it—starting with one. After setting it up and streaming my favorite music, getting the weather, news and being able to get an answer to most of the dumb questions my family can make up, ordered four more. I’ve set them up through the house to use as an intercom, and got one to give to friends. Like a cell phone I don’t know how we lived before having the Echo Dot and wish I had ordered them sooner. I really love it! I have a smart plug coming to see how it interacts with Alexa and play around with it before getting more. I really like that it can be used to make calls—which helps out since we don’t have a landline phone at the house. The units can be paired with Bluetooth speakers and your cell phone can be connected to play music. I haven’t hooked one via the 3.5mm jack to a sound system but may later on for a party or something. It’s handy as an alarm clock and timer too. I like that you can set reminders. Just don’t say the word “buy” around it, stuff will get added to your Amazon shopping cart. Thanks to my mom and brother and I nearly wound with a metal shed and have been trying to train them on how to interact with it. It struggles a little with an Appalachian accent and a deaf parent who has a hard time pronouncing words, we’re working on getting it used to it. It’s definitely worth it and buy several if you get one. Amazon has a deal that ends later this December where you can get one for $0.99 if you subscribe to the Unlimited Music—effectively knocking $15 off the current price (24.99 as of this review). Now is the time to get one!","December 12, 2019",United States 🇺🇸,B07FZ8S74R,4,0.9783
2157,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,This is an okay product. It works well for information purchases but connecting to devices are a little more difficult.  It doesn't connect or doesn't stay connected to the device. There are little glitches that can be dealt with if it doesn't annoy you.,"September 6, 2022",United States 🇺🇸,B07FZ8S74R,5,0.2112
2158,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,"Alexa has made my life wonderful in a week of owning her. My scrambled single mom brain can now focus on things that matter more like myself, kidding. But in all honesty I love Alexa. I love being able to set reminders and to-dos and shopping lists. Plus, my daughter loves the stories at night and opening boxes of cats. It’s made my entire life easier. Plus, setting up custom responses from Alexa tailored to my daughter and fiancé is totally fun. I love being able to tell my daughter she’s beautiful and going to have a good day in grade 5 every morning as soon as she wakes up.  The custom skills are totally fun and cute. I love calling everyone to breakfast without having to wash my hands or call my fiancé for coffee before the little one gets up weekends without having to actually yell and wake everyone up. You can set reminders for kids to take out the dog. Or feed them.  In fact, I set up an entire skill to help my daughter take on more responsibility with the dog. She can ask how much food to feed the dog, in case she forgets. She can ask Alexa what to do after or where she can find the dogs toys. Or even what kinds of treats to give the dog and how. The skill is technically for dog walkers or sitters however was extremely easy to tweak into “Cocoas Helper” and my daughter loves using it.  It works as intended, and I can change it as needed and quickly. I just can’t say enough...Alexa has really helped this household. We’ve bonded playing quiz games and mad libs, we’ve created chores and to-dos and, simply was *reminded* to do things I constantly forget like take my vitamins. All of these reasons plus the ease of functionality, it’s giving me more time in my day for family. I’m not losing a thousand cards from doctors with appointments on them and I’m surprised it actually works 99% of the time. It can only get better!","November 15, 2019",United States 🇺🇸,B07FZ8S74R,5,0.9972
2159,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,"I like having an echo dot, especially when I lose my remote and want to ask her to turn on my tv, or want to randomly listen to music. but Jesus she can't hear most of the time! I have to yell at her for her to even respond to me and when she does, she will know what I'm saying and do the complete opposite of what I asked. I give her a meh, its a 2018 echo dot anyways, no wonder I got her for free.","February 27, 2022",United States,B07FZ8S74R,4,0.3721
2160,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",1.0 out of 5 stars,"I do like the Alexa and it has some cool features. i’m sure i’ll find more cool ones as time goes on. the only thing i’ve noticed that is bothersome is the voice recognition…i’m not sure why when i clearly say an artist or album, it plays something different. now this is with Apple Music which is the provider I use. other than that, no issues that i’ve noticed so far.","May 12, 2022",United States,B07FZ8S74R,1,0.872
2161,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,I already owned another dot and just added this to another room.  Integration was great sounds good.  Makes my life so much easier.,"July 7, 2022",United States,B07FZ8S74R,4,0.8773
2162,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,"I got a couple of these for my kids (19 and 17) as Christmas gifts.I wasn't sure what to expect but the Echo Dot is pretty good.No...you shouldn't expect a Bose surround sound effect but it is pretty good.They do have a power adapter and must be left plugged in to use them.They have a nice ""feel"" to them as they have a nice weight to them. We have an older Fire TV device that also has this weighted feel to them and I really like it because they don't feel ""cheap"".Speaking of our Fire TV device...what I found out unexpectedly is because we already have our Fire TV set up I DID NOT have to enter a password for our network when setting up the Echo Dot. Apparently Amazon saves that information when you register/setup ANY of their brand of devices. I don't recall being asked to store that information when I set up the Fire TV so it would have been nice to know ahead of time that they have it and that when being setup/registered (before shipping) that it would also include the stored password. I thought something was wrong with my router or maybe compromised. Once I Googled it and saw that wasn't the case I wasn't so aggravated anymore.One of my kids is special needs and has never spoken as clearly as most people. With that being said Alexa hasn't had many difficulties ""understanding"" what they wanted Alexa to do. Mainly this means asking for songs by various artists and movie soundtracks. We've only used our Amazon Prime Music and it has been fine. We have not upgraded to Unlimited Music but we haven't had any issues that I know about. The Frozen 2 soundtrack (included with Prime) has been a favorite of my special needs child...that soundtrack being ""included"" was a big and unexpected surprise.Right now I have no complaints and enjoy watching and listening to my kids use their Echo Dots.","January 1, 2020",United States,B07FZ8S74R,5,0.9781
2163,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,"Got the combo-deal from a couple of weeks ago for this iteration + a bulb.  Not too difficult to setup after some prompting from website. The main issue (for me, personally) is the excessive bass output. I've adjusted the equalizer but still a little much for my ear. Additionally, doesn't seem to work well when face up. I'me using it up on it's side. Why isn't there a hole in the back to hang on a wall?  No obvious way to open up so I could add a bass filter or to assure I'd be drilling in a safe place to drill a mounting keyhole.I guess I could have deducted one less star but I try to reserve higher ratings for the above-and-beyond-expectations products.My $.02","December 27, 2021",United States,B07FZ8S74R,5,0.8103
2164,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,Love sleep sounds and music. She's full of info,"May 28, 2022",United States,B07FZ8S74R,5,0.6369
2165,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,"Using in my kitchen and bedroom,.  I 'm pleased!","June 4, 2022",United States,B07FZ8S74R,4,0.4926
2166,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,If u need something any bit complex done it can’t really do it easily.,"May 21, 2022",United States,B07FZ8S74R,4,0.3947
2167,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,"1st time using a ""smart"" product & I love it!! My ""smart"" phone voice recognition is not dependable. This is 90%+ of the time. Only if music is too loud (it goes quite loud!) &/or you're too far away from the Echo. That's when using the Alexa app on my phone really helps. Since my phone is in my pocket She can respond much better when I'm up moving around. Husband is still not sure about the listening thing but oh well. A plus is anyone present can talk to her & get what they want. Its not trained to one voice, just commands. Figuring out the commands takes a little practice but its pretty easy. The more you work with her the easier it gets. For $25 you really can not go wrong!","February 20, 2022",United States,B07FZ8S74R,4,0.9763
2168,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,For information,"July 28, 2022",United States,B07FZ8S74R,4,0.0
2169,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,Love it great for reminders,"July 25, 2022",United States,B07FZ8S74R,4,0.8519
2170,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",1.0 out of 5 stars,"I use it for music, news and weather for now.","July 22, 2022",United States,B07FZ8S74R,1,0.0
2171,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,No issues! Me and my kids enjoy the echo dot.,"May 26, 2022",United States,B07FZ8S74R,5,0.3164
2172,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,Took me a while to understand how it works .the convenience of it.,"May 21, 2022",United States,B07FZ8S74R,5,0.0
2173,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,"I purchased 3 dots and 1 show to automate things in my home. I have several products from different manufacturers (Ring, Sengled, Schlage, etc.) and I wanted to combine automation in one place instead of accessing different apps every time I wanted to do something.I found Skills and Routines are hit and miss. Even though the skill is available, or the routine allows you to choose options, they are not really supported by the system. Here is an example:I tried to set up my Foyer lights (Sengled) to go on when motion is detected through the motion detector (Ring). I can select all the options in the Routine and if I ""play"" the routine, the end result (lights go on) work.  However the automation doesn't. When the motion detector senses motion, the routine doesn't trigger.I tested this with other items in my household, and although they work separately, they will not interact with each other.  I called technical support and after the rep seemed like a deer on headlights when assisting me, he said he would have to ""research the issue"" and would call me back in 15 minutes or so. Two days later after not receiving a call back, I called again and this time the rep promptly told me that third party devices do not work with each other in routines as that is not supported right now.....big miss!I know technology is not perfect and companies are always working on further develop their products, however this is to me an essential part of an automation device...integrate all functionality with the services/products you support.I have to add that individual automation of devices works well. For example I have lights  outside my house to turn on at dusk and turn off at dawn, or my living room lights to turn off at a certain time of the night.Another issue we have is the communication between devices. I ""drop in"" some times to ask my wife or mother in law questions and 90% of the time the drop-in communication is muffled and they can not understand a word I am saying. It also happens when they initiate communication.  Music sounds pretty good out of the echo devices so I don't think is a speaker issue, and voice commands are recognized no problem so I don't believe is a mic issue either. My WiFi connectivity usually clocks at around 270Mbps so I know it is not my connection.Finally, skills. I created a skill from scratch that would give me a countdown for a trip we will be taking. The skill works great when I interact with Alexa directly. However, once again, Routines leave a lot to be desired. The skill does not even show in my skill list when creating the routine. This doesn't make the feature of skills pointless but once again, the ""automation"" part leaves a lot to be desired.I may edit my review if/when all these functions are implemented, but for the time being I think this product has quite a bit of ""room to grow"".","February 5, 2020",United States,B07FZ8S74R,4,0.759
2174,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,The audio is muffled hard to hear!,"September 29, 2022",United States,B07FZ8S74R,4,-0.1759
2175,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",3.0 out of 5 stars,"Never had one of these before so this is my first foray into this arena. I'm 70 and not up to date on all of this type of stuff. But I've set up a skill to at least give me the weather and local traffic. But I haven't tried anything else yet. I want to get some Smart Outlets and see if I can set them up with the Echo. The only thing I would like to do but either it doesn't have the ability or I don't know how to do it, is to modify the voice. It seems muffled. I'd like to be able to clear it up a bit. Maybe more treble.","January 18, 2022",United States,B07FZ8S74R,3,0.788
2176,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",3.0 out of 5 stars,learning to use the right words,"July 25, 2022",United States,B07FZ8S74R,3,0.0
2177,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,Todo me gusto,"July 28, 2022",United States,B07FZ8S74R,4,0.0
2178,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,"Works great for what I use it for. Plays music all day for the dog while I'm at work, without an auto shutoff which is great. Co worker has a newer model and this one sounds better and has better voice recognition. Size is great as well so it can be placed almost anywhere. Would definitely recommend","May 31, 2022",United States,B07FZ8S74R,5,0.9779
2179,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,"I had no idea what I would use this thing for, or if I would use it at all. It was on sale for $5, so I took a small risk. It turns out I use it every day. If I'm watching a ball game, I ask it about stats and get useful answers. If I miss a game, I get answers about what I missed. If I'm watching a movie, I may ask a question about an actor. I ask it to remind me to do stuff during my day working from home. When I go to bed at night, I tell it when to wake me up, and what music I want to hear. I ask it to read me news headlines. Instead of searching the web for every little curiosity I think of during the day, I ask Alexa. If I forget where I put down my phone, Alexa will ring it for me. When my son was visiting, he started asking it stuff too. This tech is very compelling and useful. I plan to buy one for everyone in my family.I think my favorite feature is, ""Alexa, sing me a song."" It sometimes does this rap about Mark Twain that is hilarious and educational. It'll also tell you silly jokes. So it's fun as well as useful. Well worth the price.","September 22, 2021",United States 🇺🇸,B07FZ8S74R,4,0.9546
2180,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",1.0 out of 5 stars,"Very happy so far. Alexa sometimes will command things on and say they are on but they arent. Rarely but it does happen. The most annoying thing that amazing NEEDS to fix is if you're watching tv and give no commands for let's say about 20mns. When you ask again to turn the tv volume up or down alexa diverts back to her own speakers volume adjustment. ,(1,-10) you then have to say adjust TV volume. Yes 1st would problems I know but it's still annoying. Your tv should be the default volume option at all times. Overall setup is very simple. As soon as you add a new smart device...alexa gets smarter so now I dont even have set it up in the alexa app. As soon as you add the device in its companies app alexa announces she found it and knows the name and everything. This was very impressive. I believe for the money this is an amazing device. I turned my entire appartment into a ""smart"" apartment for around 180 bucks. Now the 2 big ticket items I have left, nest thermostat and smart door lock. These are quite pricey but everything else alexa can control is pretty cheap from bulbs to light strips to smart outlets to tvs even to my samsung robot vacuum! You can set reminders times shopping lists even routines! For example every morning alexa wakes me up to my favorite song and also turns some of the lights on in the house csn even slowly dim them as you wake up to gradually get briter. It's pretty cool stuff. The speaker on it is VERY clear and quite impressive from a disk the size of your palm. Overall and especially if you have a sound system in your house its totally worth it. No need to buy the bigger echos with bigger speakers if you have a sound system in your house font waste the money and go right for this echo dot3!","December 16, 2019",United States 🇺🇸,B07FZ8S74R,1,0.9935
2181,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,"Device purchased near end of October 2021.  Device had stopped working briefly a couple of months into 2022 after I ended Prime membership, but started back working. I use it daily for menial tasks like setting alarms, asking the time, turning off lights, etc. About 88% of the time, Alexa recognizes my voice and what is asked of her. Other times I do have to speak at an elevated volume and pause for a bit longer before asking her my question again. Overall, I think the device has been a sound purchase and it does make me chuckle at times to hear her responses. 😊","January 31, 2022",United States 🇺🇸,B07FZ8S74R,5,0.5719
2182,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,"Alexa Echo Dot was bought for us as a gift.  The Echo-Dot has great sound, easily, and quickly, recognizes commands. We don't have it linked to any other devices yet but we are very happy with it and have recommended it to family and friends..","June 15, 2022",United States 🇺🇸,B07FZ8S74R,5,0.9168
2183,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,I enjoy my echo dot. I listen to music all the time. Great sound quality.,"July 17, 2022",United States 🇺🇸,B07FZ8S74R,4,0.8074
2184,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,Easy to setup and easy to use,"July 24, 2022",United States 🇺🇸,B07FZ8S74R,5,0.7003
2185,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,"From the moment you take it out off the box to start interacting, the whole experience is a breeze.The setup was simple and intuitive. The first thing to amuse me was how natural it felt to be talking to a computer right out of the box. I even feel like saying things like “please”, “thanks” or “good morning” is a must (plus Alexa has something good and new to say, every morning).The speakers sounded like I expected and after a few EQ adjustments it could easily fill my whole living room. It is loud and clear enough. Maybe a little bass is missed but hey, it’s a powerful little speaker, don’t be fooled.Alexa is by far the most advanced, reliable and useful virtual assistant out there. I absolutely love the whole experience. Having recipes read out loud can get boring, but Alexa’s commitment to fulfill the task is to behold (see? I am writing like if I am talking about a human).Definitely the Eco Dot most used purpose is and will be music streaming. For that instance, I would like Alexa to be able to play a playlist in shuffle mode. I feel that’s missing. Other thing I find a bit odd is that when a single song is asked, nothing else plays right after it finishes (as would happen if you were listening right on Spotify). Both of these “issues” can be solved by opening Spotify in any of my devices and streaming to EchoDot, no big deal... I would just want the integration to be deeper (since I don’t like Amazon Music).Overall: I am deeply and widely satisfied with my purchase. I feel an Echo Dot is a must have in any house these days. And for the price, it’s absolutely worth it.","September 2, 2020",United States 🇺🇸,B07FZ8S74R,5,0.9928
2186,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,Good for the price. Easy to setup.,"July 24, 2022",United States 🇺🇸,B07FZ8S74R,5,0.7003
2187,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,"I had never used one, but I love it and my kids do too.","July 17, 2022",United States 🇺🇸,B07FZ8S74R,4,0.7783
2188,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,i love it i set the alarm so i can get up for work or for to remind me of something,"May 10, 2022",United States 🇺🇸,B07FZ8S74R,5,0.4215
2189,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,Muy buen producto. La interacción con Alexa es muy buena,"July 20, 2022",United States 🇺🇸,B07FZ8S74R,4,0.0
2190,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",1.0 out of 5 stars,This was so quick and easy to setup. It works as advertised. I tried set it up with some sockets so I could operate lights but I did something wrong and now my tablet is disconnected from the network. I use the speaker mostly with Audible and iHeart Radio. The jokes are corny but they still make me smile.,"May 25, 2022",United States 🇺🇸,B07FZ8S74R,1,0.3983
2191,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,"I've got things set up in groups with only a few things to control right now.  However, Alexa can't seem to figure out how to turn on/off individual items in a group.  I have a TV and Light in my group ""bedroom"".  I say ""Alexa, turn off the bedroom light"" or ""Alexa, turn the light off in the bedroom"" or ""Alexa, Bedroom light off"" and it just turns off everything in the bedroom.  (or both items, w/e).  WHY?????  I can say ""Alexa, turn off/on all the lights"" and it will turn on/off all the lights in my house.  What is so hard about doing that from one group?  I set up a workaround and created a separate group for EACH light, and a group for each room.  Kind of overkill, but it's the only workaround at the moment.  Alexa doesn't like to turn on/off my tv without a group.  I say ""Alexa, turn off My TV"" and it replies ""Do you mean my tv?""  to which I reply, usually, with an exasperated ""YES"" and it replies ""I can't find my tv"".  Then I respond with ""Alexa, why do you hate me?""  or ""Alexa what the eff is wrong with you and why won't you turn on the one device you just asked me if it is the one I wanted?""  SO.  DANG. Frustrating.But, beyond all that, it's been pretty nice to turn on/control Pandora.  I like asking Alexa for Chuck Norris facts.  It's fun getting it to sing and answer silly questions.  Just not ready for prime time, YET.  Though after this long, will it EVER be ready???I want a skill where I can just walk into my room and say ""Bedroom Light"" and it will turn it on if it's off, or turn it off if it's on.  It's not hard.  It already checks the status of the light.  It'd be a single line of code to implement.","November 15, 2019",United States 🇺🇸,B07FZ8S74R,5,-0.8761
2192,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,"It's making my son lazy lol. I love that you can use it to turn on your lights as you walk in the house. Pairs up perfectly with the lights .I use it to get my boy up in the morning with the colors of the lightbulb. And if you get one ask it to burp or something else, VERY funny.","March 27, 2022",United States 🇺🇸,B07FZ8S74R,5,0.9277
2193,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,Easy to set up. Bought it for the 10 year old.,"July 18, 2022",United States 🇺🇸,B07FZ8S74R,4,0.4404
2194,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,"Don't get me wrong, the echo dot is really cool and all when you first get it. However after a few days there not much to do with it. I rarely use it anymore. Amazon should add more features.","April 22, 2022",United States 🇺🇸,B07FZ8S74R,4,0.7047
2195,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,very easy to set up and operate,"June 5, 2022",United States 🇺🇸,B07FZ8S74R,5,0.4927
2196,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,"I love the Echo Dot. I always misplace my phone and I just say ""Alexa call my phone"" find it everytime. I also like the feature of being able to check up on my house if  I am away. Plus be able to speak to someone in the house.","April 19, 2022",United States 🇺🇸,B07FZ8S74R,4,0.7717
2197,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,I really did not want to jump on this product. But after buying it on a discount and having it in my house using it for 2 weeks straight. I at for random questions I ask it for cooking measurements. I rally am a fan. For a cheaper price I would definitely recommend.,"June 3, 2022",United States 🇺🇸,B07FZ8S74R,4,0.7854
2198,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,It is easy to use and very convenient especially pairing with smart lights.,"July 18, 2022",United States 🇺🇸,B07FZ8S74R,4,0.7063
2199,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,"I own three of these puppies and love them. I bought an original Echo when they first came out and was thrilled with it. So was my son, who 'acqured' it when he left for college. I didn't have one for a couple of years and was resistant to getting a Dot. I shouldn't have been. I have been lucky to score them when they go on sale for $19.99. i have one in my kitchen; I have another in my bedroom; the newest one is in my living room. They take up very little space, which is great for an apartment dweller like me. Obviously it nice to have them for music, but I like the other features like notifications, news, weather, its corny jokes and more. I use them as bluetooth speakers, too. Super easy to set up, especially after you set up the first one. Once you have one set up, all you basically have to do for the others is plug them in. Buy one. You'll enjoy it.","January 3, 2022",United States 🇺🇸,B07FZ8S74R,4,0.9872
2200,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",1.0 out of 5 stars,"I like using this echo dot but when I play music, the audio just doesn’t sound very good to me.","May 13, 2022",United States 🇺🇸,B07FZ8S74R,1,0.8458
2201,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,The Alexa integration of this speaker is so convenient. I can use my voice to command the device without having to stop what I’m doing to do it manually. It’s like a mini assistant as there’s a broad spectrum of tasks that the device may be prompted to execute. The only con I’ve found so far is that my voice isn’t the only voice the device responds to.,"May 13, 2022",United States 🇺🇸,B07FZ8S74R,5,0.5248
